time,text,ai_cut_score,ai_scale,ai_pos_x,ai_pos_y,ai_graphic,ai_broll,decision
1.0,はいますよという意志を表明するために,0.998505711555481,277.5683288574219,-0.8889124393463135,-0.6187919974327087,0.6800521016120911,0.04005153849720955,KEEP
1.08,はいますよという意志を表明するために,0.9985095858573914,277.6661682128906,-0.8870992064476013,-0.6209981441497803,0.6788472533226013,0.03930199146270752,KEEP
1.17,はいますよという意志を表明するために,0.9985167384147644,277.739501953125,-0.8863479495048523,-0.6243025660514832,0.677480161190033,0.03933551162481308,KEEP
1.25,はいますよという意志を表明するために,0.9985188841819763,277.796875,-0.8853681683540344,-0.6251296997070312,0.6773964762687683,0.03946026787161827,KEEP
1.33,はいますよという意志を表明するために,0.99852055311203,277.835205078125,-0.886305034160614,-0.6252210140228271,0.6773362159729004,0.04024631902575493,KEEP
1.42,はいますよという意志を表明するために,0.9985067248344421,277.93890380859375,-0.8833844065666199,-0.6249083876609802,0.6783263087272644,0.03981119021773338,KEEP
1.5,はいますよという意志を表明するために,0.9985032081604004,277.8735656738281,-0.8849576115608215,-0.6222811341285706,0.6794486045837402,0.04097706079483032,KEEP
1.58,はいますよという意志を表明するために,0.9985095858573914,278.0034484863281,-0.8859286904335022,-0.6217689514160156,0.6794230937957764,0.0416942834854126,KEEP
1.67,はいますよという意志を表明するために,0.9985018968582153,277.98388671875,-0.8768810629844666,-0.6261725425720215,0.6772714257240295,0.038434915244579315,KEEP
1.75,はいますよという意志を表明するために,0.9985092282295227,277.5411682128906,-0.8819238543510437,-0.6163915991783142,0.6836214065551758,0.044133204966783524,KEEP
1.83,はいますよという意志を表明するために,0.998507559299469,277.38079833984375,-0.8898651003837585,-0.6078375577926636,0.6885231733322144,0.04789992421865463,KEEP
1.92,はいますよという意志を表明するために,0.9985023736953735,277.29510498046875,-0.8893163800239563,-0.6057561635971069,0.6902831792831421,0.04923307150602341,KEEP
2.0,はい,0.9984685778617859,276.71258544921875,-0.8884415030479431,-0.5824214220046997,0.7050538659095764,0.060093414038419724,KEEP
2.08,はい,0.9984525442123413,277.1584777832031,-0.89720618724823,-0.5729854702949524,0.7017499208450317,0.05829218402504921,KEEP
2.17,はい,0.9984574317932129,277.5303955078125,-0.9018794894218445,-0.5761055946350098,0.6964383125305176,0.0548274964094162,KEEP
2.25,はい,0.9983965754508972,277.9791564941406,-0.9054207801818848,-0.5558284521102905,0.695279598236084,0.053672906011343,KEEP
2.33,はい,0.9984365105628967,277.91192626953125,-0.9034152626991272,-0.5691385269165039,0.6914228200912476,0.05284649878740311,KEEP
2.42,はい,0.9984773993492126,277.7808837890625,-0.897347092628479,-0.5882853269577026,0.6879962086677551,0.05069320648908615,KEEP
2.5,はい,0.9984827637672424,277.08380126953125,-0.9007688164710999,-0.5823035836219788,0.7010761499404907,0.060047343373298645,KEEP
2.58,はい,0.9984965324401855,277.31390380859375,-0.8988561630249023,-0.5945574045181274,0.6905936598777771,0.053881481289863586,KEEP
2.67,はい,0.9984616041183472,276.8260498046875,-0.9248456358909607,-0.5536342859268188,0.7097617387771606,0.07217948883771896,KEEP
2.75,はい,0.9984220266342163,276.9491882324219,-0.9483548402786255,-0.530420184135437,0.7101720571517944,0.07832014560699463,KEEP
2.83,はい,0.9983977675437927,277.5805969238281,-0.9438384771347046,-0.5299549102783203,0.7037044763565063,0.07305104285478592,KEEP
2.92,はい,0.9982841610908508,277.9779052734375,-0.9485958218574524,-0.4854283332824707,0.7146612405776978,0.07854386419057846,KEEP
3.0,あえて小さい体と小さい頭にしました,0.9983966946601868,277.18743896484375,-0.9522444605827332,-0.5202538371086121,0.7096975445747375,0.07778694480657578,KEEP
3.08,あえて小さい体と小さい頭にしました,0.9984177350997925,276.59075927734375,-0.9539241790771484,-0.5221537351608276,0.7150008082389832,0.08405286818742752,KEEP
3.17,あえて小さい体と小さい頭にしました,0.9984254837036133,276.95684814453125,-0.9412592649459839,-0.544041097164154,0.7035570740699768,0.0703435018658638,KEEP
3.25,あえて小さい体と小さい頭にしました,0.9984400868415833,276.782958984375,-0.9382404088973999,-0.5488715171813965,0.7037410736083984,0.0704788938164711,KEEP
3.33,あえて小さい体と小さい頭にしました,0.9984281063079834,276.77685546875,-0.93993079662323,-0.5423765182495117,0.7048793435096741,0.07185854762792587,KEEP
3.42,あえて小さい体と小さい頭にしました,0.9984110593795776,276.511474609375,-0.9412536025047302,-0.5330716371536255,0.7105646729469299,0.07592923939228058,KEEP
3.5,あえて小さい体と小さい頭にしました,0.9984070658683777,276.5608215332031,-0.939853847026825,-0.5353329181671143,0.707603931427002,0.07285156100988388,KEEP
3.58,あえて小さい体と小さい頭にしました,0.998407781124115,276.45684814453125,-0.939423680305481,-0.5349680185317993,0.7079146504402161,0.07312660664319992,KEEP
3.67,あえて小さい体と小さい頭にしました,0.9984073042869568,276.1451416015625,-0.9408528804779053,-0.5317975282669067,0.7101906538009644,0.07622449100017548,KEEP
3.75,あえて小さい体と小さい頭にしました,0.9983579516410828,276.5679626464844,-0.9416032433509827,-0.5165376663208008,0.7125173807144165,0.07507743686437607,KEEP
3.83,あえて小さい体と小さい頭にしました,0.9983965754508972,275.880859375,-0.9523868560791016,-0.5132253170013428,0.7154089212417603,0.08500052243471146,KEEP
3.92,あえて小さい体と小さい頭にしました,0.9983945488929749,275.3193054199219,-0.9601807594299316,-0.5027536153793335,0.7208942174911499,0.09850101172924042,KEEP
4.0,あえて小さい体と小さい頭にしました,0.9984073042869568,275.1934814453125,-0.9609684944152832,-0.5013046860694885,0.7209663987159729,0.11266607791185379,KEEP
4.08,あえて小さい体と小さい頭にしました,0.9984241724014282,275.3165283203125,-0.9453514814376831,-0.5122024416923523,0.7106612324714661,0.11287502199411392,KEEP
4.17,あえて小さい体と小さい頭にしました,0.9984086155891418,273.75372314453125,-0.923804759979248,-0.4893234968185425,0.6998427510261536,0.12024683505296707,KEEP
4.25,あえて小さい体と小さい頭にしました,0.9984003901481628,273.1343688964844,-0.9257063269615173,-0.49137502908706665,0.6958047747612,0.11785255372524261,KEEP
4.33,あえて小さい体と小さい頭にしました,0.9982948899269104,271.2203063964844,-0.9137920141220093,-0.4391250014305115,0.6825973391532898,0.0928778275847435,KEEP
4.42,あえて小さい体と小さい頭にしました,0.9982768297195435,271.6940002441406,-0.9331669807434082,-0.44736653566360474,0.681821346282959,0.08290150761604309,KEEP
4.5,あえて小さい体と小さい頭にしました,0.9982798099517822,271.8965148925781,-0.9601379632949829,-0.4592428207397461,0.682305097579956,0.09603971987962723,KEEP
4.58,あえて小さい体と小さい頭にしました,0.9982500672340393,268.6845703125,-0.9449709057807922,-0.41308915615081787,0.680915117263794,0.13378852605819702,KEEP
4.67,あえて小さい体と小さい頭にしました,0.9982445240020752,267.75439453125,-0.9462950825691223,-0.40111446380615234,0.684421718120575,0.14719055593013763,KEEP
4.75,あえて小さい体と小さい頭にしました,0.9982398748397827,268.16973876953125,-0.9574748277664185,-0.40606051683425903,0.6888061761856079,0.1486547589302063,KEEP
4.83,あえて小さい体と小さい頭にしました,0.9980536699295044,271.4854736328125,-0.9510260820388794,-0.3932821750640869,0.6854098439216614,0.10582319647073746,KEEP
4.92,あえて小さい体と小さい頭にしました,0.9980481863021851,275.97454833984375,-0.9956701397895813,-0.4455922842025757,0.6886659264564514,0.06632468849420547,KEEP
5.0,あえて小さい体と小さい頭にしました,0.9982155561447144,274.31402587890625,-1.0031218528747559,-0.4602054953575134,0.6975222826004028,0.09079214930534363,KEEP
5.08,あえて小さい体と小さい頭にしました,0.9982900023460388,274.75970458984375,-0.9824618697166443,-0.48462915420532227,0.6852677464485168,0.08641792088747025,KEEP
5.17,あえて小さい体と小さい頭にしました,0.9983081817626953,274.35595703125,-0.9829877614974976,-0.5024398565292358,0.6810531616210938,0.08352220058441162,KEEP
5.25,あえて小さい体と小さい頭にしました,0.9983353018760681,275.318603515625,-0.980009913444519,-0.5079613924026489,0.687741756439209,0.08345229923725128,KEEP
5.33,あえて小さい体と小さい頭にしました,0.9983425140380859,275.0863037109375,-0.9684169292449951,-0.5059099793434143,0.6885249018669128,0.08240211755037308,KEEP
5.42,あえて小さい体と小さい頭にしました,0.9983214735984802,274.55535888671875,-0.960148811340332,-0.5181404948234558,0.6882753968238831,0.060837991535663605,KEEP
5.5,あえて小さい体と小さい頭にしました,0.9982590079307556,273.4200439453125,-0.9516555070877075,-0.5070590376853943,0.6878276467323303,0.05058687925338745,KEEP
5.58,あえて小さい体と小さい頭にしました,0.9981227517127991,271.69451904296875,-0.9492195248603821,-0.44362181425094604,0.708262026309967,0.06711388379335403,KEEP
5.67,あえて小さい体と小さい頭にしました,0.9979808926582336,270.6587829589844,-0.9532022476196289,-0.4117625653743744,0.7106293439865112,0.06962805986404419,KEEP
5.75,あえて小さい体と小さい頭にしました,0.9980512857437134,270.261474609375,-0.9278558492660522,-0.3824135661125183,0.7235354781150818,0.10202307254076004,KEEP
5.83,あえて小さい体と小さい頭にしました,0.9979811310768127,265.66455078125,-0.9317180514335632,-0.3305831253528595,0.7259721159934998,0.15728481113910675,KEEP
5.92,あえて小さい体と小さい頭にしました,0.9979719519615173,266.2364501953125,-0.9189345240592957,-0.32958483695983887,0.73297518491745,0.1647818237543106,KEEP
6.0,あえて小さい体と小さい頭にしました,0.9979143738746643,265.017822265625,-0.9111618995666504,-0.31081873178482056,0.7287508845329285,0.16321320831775665,KEEP
6.08,あえて小さい体と小さい頭にしました,0.9978854060173035,261.4623718261719,-0.9103183150291443,-0.31073692440986633,0.7181597352027893,0.14998707175254822,KEEP
6.17,あえて小さい体と小さい頭にしました,0.9979988932609558,262.2550964355469,-0.8728418350219727,-0.3346561789512634,0.708441972732544,0.14086678624153137,KEEP
6.25,あえて小さい体と小さい頭にしました,0.9979752898216248,261.7825012207031,-0.8722541332244873,-0.3758595287799835,0.6885829567909241,0.08794911950826645,KEEP
6.33,あえて小さい体と小さい頭にしました,0.9979867935180664,262.45330810546875,-0.8519716262817383,-0.3639208972454071,0.6819089651107788,0.0786622166633606,KEEP
6.42,あえて小さい体と小さい頭にしました,0.9980924725532532,262.13323974609375,-0.8621107935905457,-0.36743733286857605,0.6920251250267029,0.10728781670331955,KEEP
6.5,あえて小さい体と小さい頭にしました,0.9982165694236755,265.81280517578125,-0.8667745590209961,-0.4132005572319031,0.6902365684509277,0.10183437913656235,KEEP
6.59,あえて小さい体と小さい頭にしました,0.9983543157577515,270.65863037109375,-0.8715288639068604,-0.46823781728744507,0.7186691164970398,0.12277605384588242,KEEP
6.67,あえて小さい体と小さい頭にしました,0.9983502626419067,270.5465087890625,-0.8702698349952698,-0.4729614853858948,0.7162745594978333,0.12010403722524643,KEEP
6.75,あえて小さい体と小さい頭にしました,0.9983261227607727,269.89801025390625,-0.892951250076294,-0.4689759612083435,0.7194579839706421,0.11596621572971344,KEEP
6.84,あえて小さい体と小さい頭にしました,0.9982253909111023,267.4125061035156,-0.885911226272583,-0.45895785093307495,0.7086321711540222,0.09260199218988419,KEEP
6.92,あえて小さい体と小さい頭にしました,0.9982006549835205,266.0433349609375,-0.8892868161201477,-0.44715389609336853,0.7035387754440308,0.09629881381988525,KEEP
7.0,じゃあ先頭の力に自信がありと,0.9981598258018494,264.3677673339844,-0.868197500705719,-0.4147983491420746,0.6942650675773621,0.11540938913822174,KEEP
7.09,じゃあ先頭の力に自信がありと,0.9982511401176453,267.57452392578125,-0.8670170903205872,-0.46749934554100037,0.6828563809394836,0.09427119791507721,KEEP
7.17,じゃあ先頭の力に自信がありと,0.9982576966285706,267.8191223144531,-0.8786084651947021,-0.45919400453567505,0.6856094002723694,0.10816995054483414,KEEP
7.25,じゃあ先頭の力に自信がありと,0.9982214570045471,267.368896484375,-0.8767611384391785,-0.45655056834220886,0.6927257776260376,0.10195503383874893,KEEP
7.34,じゃあ先頭の力に自信がありと,0.9982307553291321,268.0883483886719,-0.8756434917449951,-0.46820926666259766,0.6877899169921875,0.08170875161886215,KEEP
7.42,じゃあ先頭の力に自信がありと,0.9982327222824097,268.462890625,-0.8709520697593689,-0.4495059847831726,0.6874042749404907,0.08880377560853958,KEEP
7.5,じゃあ先頭の力に自信がありと,0.998155415058136,269.17431640625,-0.8597331643104553,-0.4200466275215149,0.6877322793006897,0.0825202688574791,KEEP
7.59,じゃあ先頭の力に自信がありと,0.9981566071510315,269.0062255859375,-0.8635302782058716,-0.4193080961704254,0.687065064907074,0.08060405403375626,KEEP
7.67,じゃあ先頭の力に自信がありと,0.9982239603996277,269.5547180175781,-0.858244001865387,-0.4574469327926636,0.665769100189209,0.06272949278354645,KEEP
7.75,じゃあ先頭の力に自信がありと,0.9982585310935974,270.14825439453125,-0.8596627116203308,-0.45797136425971985,0.6724726557731628,0.06616611778736115,KEEP
7.84,じゃあ先頭の力に自信がありと,0.9982140064239502,268.1942138671875,-0.8890811800956726,-0.4033024311065674,0.7069628834724426,0.11786091327667236,KEEP
7.92,じゃあ先頭の力に自信がありと,0.9982098340988159,267.79168701171875,-0.9224899411201477,-0.3875551223754883,0.7236455082893372,0.17244762182235718,KEEP
8.0,じゃあ先頭の力に自信がありと,0.9982144832611084,268.0077209472656,-0.9420673847198486,-0.3982650637626648,0.7247500419616699,0.1775629222393036,KEEP
8.09,じゃあ先頭の力に自信がありと,0.9982062578201294,268.3088073730469,-0.9523130655288696,-0.410175621509552,0.7203238606452942,0.15715831518173218,KEEP
8.17,じゃあ先頭の力に自信がありと,0.9982252717018127,269.1335144042969,-0.9546645283699036,-0.4111180901527405,0.7183396816253662,0.16690762341022491,KEEP
8.25,じゃあ先頭の力に自信がありと,0.9982925057411194,272.7553405761719,-0.9749962687492371,-0.47145548462867737,0.7231898903846741,0.12449206411838531,KEEP
8.34,じゃあ先頭の力に自信がありと,0.9982357025146484,271.019287109375,-0.970255970954895,-0.46349334716796875,0.7242060303688049,0.10978121310472488,KEEP
8.42,じゃあ先頭の力に自信がありと,0.9981814622879028,268.1145324707031,-0.9511901140213013,-0.4132468104362488,0.718220055103302,0.13771598041057587,KEEP
8.5,じゃあ先頭の力に自信がありと,0.9981309771537781,265.9014892578125,-0.9521598815917969,-0.369836688041687,0.7157763242721558,0.16462181508541107,KEEP
8.59,じゃあ先頭の力に自信がありと,0.9980746507644653,264.2334289550781,-0.9559690356254578,-0.35069164633750916,0.717048168182373,0.1777734011411667,KEEP
8.67,じゃあ先頭の力に自信がありと,0.9980961680412292,264.8630676269531,-0.9542850255966187,-0.3675180971622467,0.71548992395401,0.17404453456401825,KEEP
8.75,じゃあ先頭の力に自信がありと,0.9981081485748291,266.2935791015625,-0.958139181137085,-0.3950729966163635,0.7154357433319092,0.13587303459644318,KEEP
8.84,じゃあ先頭の力に自信がありと,0.9980838298797607,266.6240539550781,-0.96479332447052,-0.4110119938850403,0.7113654613494873,0.09905083477497101,KEEP
8.92,じゃあ先頭の力に自信がありと,0.9982460737228394,269.9697265625,-0.9498485922813416,-0.42546606063842773,0.7158655524253845,0.1391642540693283,KEEP
9.0,はい自信があります,0.998224675655365,270.21820068359375,-0.9229371547698975,-0.43050241470336914,0.7145770192146301,0.13936081528663635,KEEP
9.09,はい自信があります,0.9981144666671753,266.8485107421875,-0.9379589557647705,-0.39470022916793823,0.7007152438163757,0.12312856316566467,KEEP
9.17,はい自信があります,0.9980798959732056,265.1650390625,-0.9622482061386108,-0.3734153211116791,0.7069218754768372,0.13109031319618225,KEEP
9.25,はい自信があります,0.9980521202087402,264.4190673828125,-0.9663755297660828,-0.3578055500984192,0.705161452293396,0.14002865552902222,KEEP
9.34,はい自信があります,0.9980558156967163,264.53021240234375,-0.9687145352363586,-0.36091575026512146,0.7094469666481018,0.14768019318580627,KEEP
9.42,はい自信があります,0.9981189370155334,266.91796875,-0.9762981534004211,-0.3867724537849426,0.7162163257598877,0.1478080153465271,KEEP
9.5,はい自信があります,0.9980471134185791,265.20989990234375,-0.9600452184677124,-0.37532317638397217,0.702393651008606,0.11424184590578079,KEEP
9.59,はい自信があります,0.9980124235153198,264.51995849609375,-0.9539521336555481,-0.37279611825942993,0.7021299600601196,0.09906037151813507,KEEP
9.67,はい自信があります,0.9980543851852417,266.3638916015625,-0.9329055547714233,-0.3671882152557373,0.709185004234314,0.108671635389328,KEEP
9.75,はい自信があります,0.9981051683425903,268.7125244140625,-0.9347979426383972,-0.3890126645565033,0.7160764336585999,0.10377846658229828,KEEP
9.84,はい自信があります,0.9981088638305664,269.1256408691406,-0.9443545341491699,-0.3907886743545532,0.7117882370948792,0.09800577908754349,KEEP
9.92,はい自信があります,0.9982201457023621,272.6472473144531,-0.952587366104126,-0.430072546005249,0.724101185798645,0.10237295925617218,KEEP
10.0,はい自信があります,0.9981583952903748,270.7624206542969,-0.9082773327827454,-0.4114515483379364,0.7130889296531677,0.11164175719022751,KEEP
10.09,はい自信があります,0.99813312292099,271.04583740234375,-0.8969405293464661,-0.41662073135375977,0.7267529368400574,0.10691716521978378,KEEP
10.17,はい自信があります,0.9981507658958435,270.0013732910156,-0.9412911534309387,-0.3855462968349457,0.7195261120796204,0.11594226211309433,KEEP
10.25,はい自信があります,0.9981397390365601,269.2478332519531,-0.9260265827178955,-0.3652545213699341,0.7188103795051575,0.12832048535346985,KEEP
10.34,はい自信があります,0.9982059001922607,270.30133056640625,-0.9335402250289917,-0.37799280881881714,0.7274602651596069,0.15525393187999725,KEEP
10.42,はい自信があります,0.9982563853263855,271.156494140625,-0.9525837898254395,-0.41240453720092773,0.7324665188789368,0.16007466614246368,KEEP
10.5,はい自信があります,0.9981749057769775,266.5277404785156,-0.9587584137916565,-0.3791024088859558,0.7250670194625854,0.18815727531909943,KEEP
10.59,はい自信があります,0.998156726360321,264.15557861328125,-0.9613114595413208,-0.35226935148239136,0.7234734892845154,0.23463697731494904,KEEP
10.67,はい自信があります,0.9980849027633667,261.8028869628906,-0.9666969776153564,-0.34828421473503113,0.7152226567268372,0.19718661904335022,KEEP
10.75,はい自信があります,0.9981525540351868,264.166259765625,-0.9510588049888611,-0.3552590012550354,0.7316198945045471,0.23450754582881927,KEEP
10.84,はい自信があります,0.9981381893157959,263.60125732421875,-0.9538818597793579,-0.36278393864631653,0.7356182932853699,0.2511490285396576,KEEP
10.92,はい自信があります,0.9981459379196167,263.57452392578125,-0.9566931128501892,-0.35814863443374634,0.7248603105545044,0.24751277267932892,KEEP
11.0,先頭の力には,0.9980744123458862,261.3137512207031,-0.9642926454544067,-0.3530484437942505,0.7137237787246704,0.1898294985294342,KEEP
11.09,先頭の力には,0.9981027245521545,262.8656921386719,-0.947687029838562,-0.4065796136856079,0.6993553638458252,0.13760137557983398,KEEP
11.17,先頭の力には,0.9981533885002136,262.7040100097656,-0.958271324634552,-0.4027171730995178,0.6994038820266724,0.13728751242160797,KEEP
11.25,先頭の力には,0.998171329498291,262.3473815917969,-0.9340482354164124,-0.39804309606552124,0.6861639022827148,0.1242445707321167,KEEP
11.34,先頭の力には,0.9982641339302063,264.99847412109375,-0.9091389179229736,-0.4196762442588806,0.6848092675209045,0.13545529544353485,KEEP
11.42,先頭の力には,0.9982163310050964,263.559814453125,-0.9135596752166748,-0.4230179786682129,0.6765087246894836,0.09938960522413254,KEEP
11.5,先頭の力には,0.9981086254119873,261.14959716796875,-0.9282199144363403,-0.3907080590724945,0.6655076146125793,0.09693968296051025,KEEP
11.59,先頭の力には,0.9981745481491089,263.4696044921875,-0.9057571887969971,-0.37992730736732483,0.6740080714225769,0.1059224084019661,KEEP
11.67,先頭の力には,0.9981424808502197,262.4522705078125,-0.9092856049537659,-0.3692886233329773,0.6717398166656494,0.10946378111839294,KEEP
11.75,先頭の力には,0.9980795383453369,262.654296875,-0.8876156806945801,-0.38017967343330383,0.6752607226371765,0.10509486496448517,KEEP
11.84,先頭の力には,0.9982231259346008,265.65948486328125,-0.8986425399780273,-0.41262301802635193,0.6816316843032837,0.12471813708543777,KEEP
11.92,先頭の力には,0.9983974099159241,270.7220153808594,-0.9083837270736694,-0.4892154932022095,0.6817923784255981,0.1529199331998825,KEEP
12.0,はいそして好きなものは,0.9984878301620483,274.13934326171875,-0.9059511423110962,-0.5373263359069824,0.6786478161811829,0.1757965236902237,KEEP
12.09,はいそして好きなものは,0.9984036087989807,275.96087646484375,-0.9034294486045837,-0.48447293043136597,0.6918801069259644,0.2014068067073822,KEEP
12.17,はいそして好きなものは,0.9983956217765808,274.47833251953125,-0.9198099374771118,-0.48824888467788696,0.6910456418991089,0.16720819473266602,KEEP
12.25,はいそして好きなものは,0.9984022974967957,273.97711181640625,-0.9323717355728149,-0.5211655497550964,0.68488609790802,0.14729712903499603,KEEP
12.34,はいそして好きなものは,0.9984160661697388,273.271240234375,-0.9360309839248657,-0.5299652218818665,0.6807530522346497,0.13771122694015503,KEEP
12.42,はいそして好きなものは,0.9984037280082703,271.0482177734375,-0.9545906782150269,-0.5134260654449463,0.6983422040939331,0.15734857320785522,KEEP
12.5,はいそして好きなものは,0.9983841180801392,270.0473327636719,-0.9257695078849792,-0.49408793449401855,0.6948071122169495,0.16781149804592133,KEEP
12.59,はいそして好きなものは,0.9983915686607361,268.360595703125,-0.9257362484931946,-0.4835397005081177,0.6858904957771301,0.20412150025367737,KEEP
12.67,はいそして好きなものは,0.99835205078125,266.22613525390625,-0.9342755079269409,-0.4617801308631897,0.689667284488678,0.22676591575145721,KEEP
12.75,はいそして好きなものは,0.9984185695648193,268.5721435546875,-0.9178634881973267,-0.47282835841178894,0.6869861483573914,0.2522376775741577,KEEP
12.84,はいそして好きなものは,0.9984752535820007,271.26416015625,-0.9057160019874573,-0.5046353340148926,0.6802807450294495,0.2365560233592987,KEEP
12.92,はいそして好きなものは,0.9984955787658691,273.3359069824219,-0.9234405755996704,-0.5390672087669373,0.6814380884170532,0.20023579895496368,KEEP
13.0,はいそして好きなものは,0.9984675049781799,272.26739501953125,-0.9127578139305115,-0.5230686068534851,0.6893380284309387,0.19000619649887085,KEEP
13.09,はいそして好きなものは,0.99845290184021,271.36016845703125,-0.8849040269851685,-0.4759449362754822,0.6939867734909058,0.23481228947639465,KEEP
13.17,はいそして好きなものは,0.9984663724899292,271.0589599609375,-0.8816941976547241,-0.4845902919769287,0.6897567510604858,0.24258705973625183,KEEP
13.25,はいそして好きなものは,0.9984762072563171,270.7430725097656,-0.8995423913002014,-0.5051299929618835,0.6858690977096558,0.2320510447025299,KEEP
13.34,はいそして好きなものは,0.9984795451164246,270.82904052734375,-0.8927921056747437,-0.5107938051223755,0.6827268004417419,0.2189631462097168,KEEP
13.42,はいそして好きなものは,0.9984720349311829,270.37091064453125,-0.9065932631492615,-0.4941577911376953,0.6910082697868347,0.24723534286022186,KEEP
13.5,はいそして好きなものは,0.9984652996063232,271.35357666015625,-0.9051607251167297,-0.4960988759994507,0.6948326826095581,0.23534169793128967,KEEP
13.59,はいそして好きなものは,0.998454213142395,271.5244140625,-0.906655490398407,-0.48842835426330566,0.6991920471191406,0.23020491003990173,KEEP
13.67,はいそして好きなものは,0.9984277486801147,270.47930908203125,-0.9156877398490906,-0.4874149560928345,0.6989677548408508,0.21558603644371033,KEEP
13.75,はいそして好きなものは,0.9984205961227417,270.4676818847656,-0.9141219854354858,-0.4784316420555115,0.7016379237174988,0.22346535325050354,KEEP
13.84,はいそして好きなものは,0.9984456896781921,270.8480224609375,-0.9092805981636047,-0.4987291097640991,0.6910898089408875,0.19519546627998352,KEEP
13.92,はいそして好きなものは,0.9984515905380249,270.81878662109375,-0.8978288173675537,-0.4989703893661499,0.6854088306427002,0.1828310787677765,KEEP
14.0,はいそして好きなものは,0.9984418749809265,271.097412109375,-0.8948519229888916,-0.4813716411590576,0.6923160552978516,0.20053955912590027,KEEP
14.09,はいそして好きなものは,0.998478353023529,272.67474365234375,-0.866653323173523,-0.46212589740753174,0.6935815215110779,0.24201788008213043,KEEP
14.17,はいそして好きなものは,0.9985016584396362,272.80303955078125,-0.8666398525238037,-0.4686196446418762,0.6928480863571167,0.2645990252494812,KEEP
14.25,はいそして好きなものは,0.9984726309776306,271.30291748046875,-0.8934723734855652,-0.516612708568573,0.6797002553939819,0.17304988205432892,KEEP
14.34,はいそして好きなものは,0.9985106587409973,272.2225646972656,-0.863914966583252,-0.5251020789146423,0.6729249954223633,0.1813700795173645,KEEP
14.42,はいそして好きなものは,0.9985462427139282,273.6627197265625,-0.8594343662261963,-0.5460847616195679,0.6731780171394348,0.18206465244293213,KEEP
14.5,はいそして好きなものは,0.9985023736953735,272.56268310546875,-0.8736816644668579,-0.5293796062469482,0.6752042770385742,0.16367985308170319,KEEP
14.59,はいそして好きなものは,0.9984991550445557,272.2848815917969,-0.8822815418243408,-0.517641544342041,0.681185781955719,0.18032890558242798,KEEP
14.67,はいそして好きなものは,0.9984920024871826,271.79742431640625,-0.8894418478012085,-0.5142415165901184,0.6822550892829895,0.18654963374137878,KEEP
14.75,はいそして好きなものは,0.9984796643257141,271.5040588378906,-0.8814969062805176,-0.5055834054946899,0.679668664932251,0.18605633080005646,KEEP
14.84,はいそして好きなものは,0.9985454082489014,274.81341552734375,-0.8133131265640259,-0.5802658200263977,0.6391059160232544,0.13714569807052612,KEEP
14.92,はいそして好きなものは,0.9985851049423218,277.6978759765625,-0.8049525618553162,-0.6122527122497559,0.6288133859634399,0.13858114182949066,KEEP
15.0,はい,0.9986043572425842,277.744873046875,-0.8063982129096985,-0.572354793548584,0.6508054733276367,0.1481795459985733,KEEP
15.09,はい,0.9985343217849731,278.0126953125,-0.825080931186676,-0.5370315313339233,0.6414693593978882,0.14290350675582886,KEEP
15.17,はい,0.9982407093048096,276.51300048828125,-0.8622425198554993,-0.36748766899108887,0.7198403477668762,0.2606782913208008,KEEP
15.25,はい,0.9980713725090027,274.1307373046875,-0.8875170350074768,-0.3415747582912445,0.718919575214386,0.2367667406797409,KEEP
